file_name	start_time	end_time	vocal_type	quality	saved_clip_name	comments
805847067.170916164835	38:55.29	38:55.49	Whoop	P	805847067.170916164835_385529_385549_WH	
805847067.170916164835	38:55.89	38:56.10	Whoop	P	805847067.170916164835_385589_385610_WH	
805847067.170916164835	38:56.20	38:56.36	Whoop	P	805847067.170916164835_385620_385636_WH	
805847067.170916164835	38:57.42	38:57.77	Moan	P	805847067.170916164835_385742_385777_MO	
805847067.170916184839	15:58.81	15:59.48	Moan	E	805847067.170916184839_155881_155948_MO	
805847067.170916184839	15:59.59	16:01.14	Rumble	E	805847067.170916184839_155959_160114_RU	
805847067.170916184839	16:01.14	16:01.51	Moan	E	805847067.170916184839_160114_160151_MO	Ascending moan
805847067.170916184839	16:02.47	16:03.04	Moan	E	805847067.170916184839_160247_160304_MO	
805847067.170916184839	16:03.03	16:03.76	Moan	E	805847067.170916184839_160303_160376_MO	Ascending moan
805847067.170916184839	16:04.14	16:04.47	Moan	E	805847067.170916184839_160414_160447_MO	
805847067.170916184839	16:04.47	16:05.24	Moan	E	805847067.170916184839_160447_160524_MO	Ascending moan
805847067.170916184839	41:20.98	41:22.39	Growl	E	805847067.170916184839_412098_412239_GL	Gurgle
805847067.170916184839	41:23.08	41:23.65	Croak	E	805847067.170916184839_412308_412365_CR	
805847067.170916184839	41:26.05	41:26.60	Croak	E	805847067.170916184839_412605_412660_CR	
805847067.170916184839	41:27.77	41:28.03	Whoop	E	805847067.170916184839_412777_412803_WH	
805847067.170916184839	41:28.19	41:28.46	Whoop	E	805847067.170916184839_412819_412846_WH	
805847067.170916184839	41:28.55	41:28.75	Whoop	E	805847067.170916184839_412855_412875_WH	
805847067.170916184839	41:28.89	41:29.92	Growl	E	805847067.170916184839_412889_412992_GL	Gurgle
805847067.170916184839	41:30.13	41:30.49	Croak	E	805847067.170916184839_413013_413049_CR	
805847067.170916184839	41:31.72	41:36.22	Growl	E	805847067.170916184839_413172_413622_GL	Gurgle
805847067.170916184839	41:38.68	41:38.97	Croak	E	805847067.170916184839_413868_413897_CR	
805847067.170916184839	41:39.52	41:39.70	Whoop	E	805847067.170916184839_413952_413970_WH	
805847067.170916184839	41:41.71	41:42.02	Croak	E	805847067.170916184839_414171_414202_CR	
805847067.170916184839	41:42.93	41:43.15	Whoop	E	805847067.170916184839_414293_414315_WH	
805847067.170916184839	41:43.35	41:43.52	Whoop	E	805847067.170916184839_414335_414352_WH	
805847067.170916184839	41:48.07	41:48.48	Croak	E	805847067.170916184839_414817_414848_CR	
805847067.170916184839	41:52.31	41:52.52	Croak	E	805847067.170916184839_415231_415252_CR	
805847067.170916184839	41:54.49	41:56.42	Moan	E	805847067.170916184839_415449_415642_MO	
805847067.170916184839	41:56.42	42:00.96	Rumble	E	805847067.170916184839_415642_420096_RU	
805847067.170916184839	42:00.96	42:03.42	Moan	E	805847067.170916184839_420096_420342_MO	Ascending moan
805847067.170916194841	04:28.12	04:29.00	Growl	E	805847067.170916194841_042812_042900_GL	Gurgle
805847067.170916194841	04:29.36	04:29.76	Croak	E	805847067.170916194841_042936_042976_CR	
805847067.170916194841	04:30.94	04:35.40	Growl	E	805847067.170916194841_043094_043540_GL	
805847067.170916194841	04:36.26	04:36.52	Whoop	E	805847067.170916194841_043626_043652_WH	
805847067.170916194841	04:36.70	04:36.86	Whoop	E	805847067.170916194841_043670_043686_WH	
805847067.170916194841	04:36.93	04:37.12	Whoop	E	805847067.170916194841_043693_043712_WH	
805847067.170916194841	04:40.06	04:40.32	Croak	E	805847067.170916194841_044006_044032_WH	
805847067.170916194841	04:41.89	04:44.51	Growl	E	805847067.170916194841_044189_044451_GL	Gurgle
805847067.170916194841	04:45.08	04:45.30	Whoop	E	805847067.170916194841_044508_044530_WH	
805847067.170916194841	04:46.98	04:47.12	Whoop	E	805847067.170916194841_044698_044712_WH	
805847067.170916194841	04:47.20	04:47.37	Whoop	E	805847067.170916194841_044720_044737_WH	
805847067.170916194841	04:47.37	04:47.55	Whoop	E	805847067.170916194841_044737_044755_WH	
805847067.170916194841	04:47.54	04:47.73	Whoop	E	805847067.170916194841_044754_044773_WH	
805847067.170916194841	04:47.73	04:47.97	Whoop	E	805847067.170916194841_044773_044797_WH	
805847067.170916194841	04:48.19	04:48.37	Whoop	E	805847067.170916194841_044819_044837_WH	
805847067.170916194841	04:48.36	04:48.54	Whoop	E	805847067.170916194841_044836_044854_WH	
805847067.170916194841	04:49.68	04:49.87	Whoop	E	805847067.170916194841_044968_044987_WH	
805847067.170916194841	04:52.94	04:53.41	Croak	E	805847067.170916194841_045294_045341_CR	
805847067.170916194841	04:55.78	04:55.98	Whoop	P	805847067.170916194841_045578_045598_WH	
805847067.170916194841	04:56.86	04:57.03	Whoop	P	805847067.170916194841_045686_045703_WH	
805847067.170916194841	04:57.36	04:57.58	Whoop	P	805847067.170916194841_045736_045758_WH	
805847067.170916194841	40:00.69	40:02.47	Moan	E	805847067.170916194841_400069_400247_MO	Ascending moan
805847067.170916194841	40:03.06	40:03.91	Moan	E	805847067.170916194841_400306_400391_MO	Ascending moan
805847067.170916194841	40:04.31	40:05.11	Moan	E	805847067.170916194841_400431_400511_MO	Ascending moan
805847067.170916194841	40:05.42	40:06.02	Moan	E	805847067.170916194841_400542_400602_MO	Ascending moan
805847067.170916194841	40:06.85	40:07.75	Moan	E	805847067.170916194841_400658_400775_MO	Ascending moan
805847067.170916194841	40:07.97	40:10.95	Growl	E	805847067.170916194841_400797_401095_GL	Gurgle
805847067.170916194841	40:11.84	40:12.19	Croak	E	805847067.170916194841_401184_401219_CR	
805847067.170916194841	40:12.60	40:12.84	Whoop	E	805847067.170916194841_401260_401284_WH	
805847067.170916194841	40:12.84	40:13.04	Whoop	E	805847067.170916194841_401284_401304_WH	
805847067.170916194841	40:13.03	40:13.22	Whoop	E	805847067.170916194841_401303_401322_WH	
805847067.170916194841	40:13.20	40:13.43	Whoop	E	805847067.170916194841_401320_401343_WH	
805847067.170916194841	40:13.40	40:13.62	Whoop	E	805847067.170916194841_401340_401362_WH	
805847067.170916194841	40:13.67	40:13.88	Whoop	E	805847067.170916194841_401367_401388_WH	
805847067.170916194841	40:16.47	40:16.94	Croak	E	805847067.170916194841_401647_401694_CR	
805847067.170916194841	40:20.05	40:20.39	Whoop	E	805847067.170916194841_402005_402039_WH	
805847067.170916194841	40:21.14	40:22.52	Moan	E	805847067.170916194841_402114_402252_MO	
805847067.170916194841	40:22.55	40:24.02	Moan	E	805847067.170916194841_402255_402402_MO	
805847067.170916194841	40:24.39	40:28.48	Moan	E	805847067.170916194841_402439_402848_MO	Ascending moan
805847067.170916194841	40:29.97	40:30.26	Croak	E	805847067.170916194841_402997_403026_CR	
805847067.170916214845	46:05.84	46:09.91	Growl	B	805847067.170916214845_460584_460991_GL	Gurgle
805847067.170916214845	46:10.30	46:10.59	Croak	B	805847067.170916214845_461030_461059_CR	
805847067.170916214845	46:11.63	46:12.04	Croak	B	805847067.170916214845_461163_461204_CR	
805847067.170916214845	46:12.71	46:13.10	Croak	P	805847067.170916214845_461271_461310_CR	
805847067.170916234849	53:42.77	53:45.52	Growl	E	805847067.170916234849_534277_534552_GL	Gurgle
805847067.170916234849	53:45.67	53:46.13	Croak	E	805847067.170916234849_534567_534613_CR	
805847067.170916234849	53:48.20	53:53.14	Growl	E	805847067.170916234849_534820_535314_GL	Gurgle
805847067.170916234849	53:53.48	53:53.82	Whoop	E	805847067.170916234849_535348_535382_WH	
805847067.170916234849	53:55.56	53:56.97	Moan	E	805847067.170916234849_535556_535697_MO	
805847067.170916234849	53:56.96	53:57.20	Whoop	E	805847067.170916234849_535696_535720_WH	
805847067.170916234849	53:58.36	53:58.88	Moan	E	805847067.170916234849_535836_535888_MO	
805847067.170916234849	53:58.88	53:59.82	Croak	E	805847067.170916234849_535888_535982_CR	
805847067.170916234849	54:10.48	54:10.61	Whoop	G	805847067.170916234849_541048_541061_WH	
805847067.170916234849	54:10.68	54:10.87	Whoop	G	805847067.170916234849_541068_541087_WH	
805847067.170916234849	54:10.88	54:11.08	Whoop	G	805847067.170916234849_541088_541108_WH	
805847067.170916234849	54:12.20	54:12.43	Whoop	G	805847067.170916234849_541220_541243_WH	
805847067.170916234849	54:13.07	54:13.28	Whoop	G	805847067.170916234849_541307_541328_WH	
805847067.170917014853	01:10.33	01:12.73	Rumble	G	805847067.170917014853_011033_011273_RU	
805847067.170917014853	01:12.98	01:13.91	Moan	E	805847067.170917014853_011298_011391_MO	
805847067.170917014853	01:14.02	01:15.02	Moan	E	805847067.170917014853_011402_011502_MO	Ascending moan
805847067.170917014853	01:15.54	01:16.51	Moan	E	805847067.170917014853_011554_011651_MO	
805847067.170917014853	01:17.55	01:17.97	Groan	E	805847067.170917014853_011755_011797_GN	
805847067.170917014853	01:17.96	01:18.54	Moan	E	805847067.170917014853_011796_011854_MO	Ascending moan
805847067.170917014853	01:18.55	01:20.01	Growl	E	805847067.170917014853_011855_012001_GL	Gurgle
805847067.170917014853	01:20.66	01:21.07	Croak	E	805847067.170917014853_012066_012107_CR	
805847067.170917014853	01:21.84	01:24.95	Growl	E	805847067.170917014853_012184_012495_GL	
805847067.170917014853	01:25.77	01:25.95	Croak	E	805847067.170917014853_012577_012595_CR	
805847067.170917014853	01:30.90	01:31.12	Whoop	G	805847067.170917014853_013090_013112_WH	
805847067.170917014853	01:31.57	01:31.77	Whoop	G	805847067.170917014853_013157_013177_WH	
805847067.170917014853	01:31.78	01:31.95	Whoop	G	805847067.170917014853_013178_013195_WH	
805847067.170917014853	01:31.96	01:32.15	Whoop	G	805847067.170917014853_013196_013215_WH	
805847067.170917014853	01:32.18	01:32.34	Whoop	G	805847067.170917014853_013218_013234_WH	
805847067.170917014853	01:32.35	01:32.56	Whoop	G	805847067.170917014853_013235_013256_WH	
805847067.170917014853	01:33.58	01:33.87	Groan	G	805847067.170917014853_013358_013387_GN	Belch
805847067.170917014853	01:34.11	01:34.66	Groan	G	805847067.170917014853_013411_013466_GN	
805847067.170917044859	28:54.94	28:55.37	Croak	G	805847067.170917044859_285495_285537_CR	
805847067.170917044859	28:56.61	28:56.88	Whoop	G	805847067.170917044859_285661_285688_WH	
805847067.170917044859	28:57.00	28:57.21	Whoop	G	805847067.170917044859_285700_285721_WH	
805847067.170917044859	28:57.20	28:57.41	Whoop	G	805847067.170917044859_285720_285741_WH	
805847067.170917044859	28:57.39	28:57.61	Whoop	G	805847067.170917044859_285739_285761_WH	
805847067.170917044859	28:57.60	28:57.85	Whoop	G	805847067.170917044859_285760_285785_WH	
805847067.170917044859	28:58.73	28:58.90	Whoop	G	805847067.170917044859_285873_285890_WH	
805847067.170917044859	28:58.89	28:59.51	Croak	G	805847067.170917044859_285889_285951_CR	
805847067.170917044859	29:01.61	29:03.18	Growl	G	805847067.170917044859_290161_290318_GL	Gurgle
805847067.170917044859	29:04.35	29:04.55	Whoop	G	805847067.170917044859_290435_290455_WH	
805847067.170917044859	29:04.71	29:04.90	Whoop	G	805847067.170917044859_290471_290490_WH	
805847067.170917044859	29:04.98	29:05.16	Whoop	G	805847067.170917044859_290498_290516_WH	
805847067.170917044859	29:05.20	29:05.38	Whoop	G	805847067.170917044859_290520_290538_WH	
805847067.170917044859	29:05.42	29:05.64	Whoop	G	805847067.170917044859_290542_290564_WH	
805847067.170917044859	29:06.08	29:06.32	Whoop	G	805847067.170917044859_290608_290632_WH	
805847067.170917044859	29:06.40	29:06.58	Whoop	G	805847067.170917044859_290640_290658_WH	
805847067.170917044859	29:06.57	29:06.88	Croak	G	805847067.170917044859_290657_290688_CR	
805847067.170917044859	29:07.02	29:07.17	Whoop	G	805847067.170917044859_290702_290717_WH	
805847067.170917044859	29:13.64	29:13.85	Whoop	F	805847067.170917044859_291364_291385_WH	
805847067.170917044859	29:16.11	29:16.89	Moan	F	805847067.170917044859_291611_291689_MO	Ascending moan
805847067.170917044859	29:16.90	29:17.99	Growl	F	805847067.170917044859_291690_291799_GL	Gurgle
805847067.170917044859	29:18.14	29:18.34	Whoop	F	805847067.170917044859_291814_291834_WH	
805847067.170917044859	29:18.37	29:18.56	Whoop	F	805847067.170917044859_291837_291856_WH	
805847067.170917054901	11:04.04	11:05.64	Growl	E	805847067.170917054901_110404_110564_GL	Gurgle
805847067.170917054901	11:05.64	11:06.02	Croak	E	805847067.170917054901_110564_110602_CR	
805847067.170917054901	11:06.70	11:07.15	Croak	E	805847067.170917054901_110670_110715_CR	
805847067.170917054901	11:09.64	11:10.85	Growl	E	805847067.170917054901_110964_111085_GL	
805847067.170917054901	11:10.85	11:11.30	Moan	E	805847067.170917054901_111085_111130_MO	Descending moan
805847067.170917054901	11:11.30	11:11.52	Croak	E	805847067.170917054901_111130_111152_CR	
805847067.170917054901	11:12.75	11:13.23	Groan	E	805847067.170917054901_111275_111323_GN	
805847067.170917054901	11:13.23	11:13.99	Moan	E	805847067.170917054901_111323_111399_MO	Ascending moan
805847067.170917054901	13:01.27	13:01.60	Croak	F	805847067.170917054901_130127_130160_CR	
805847067.170917054901	29:23.03	29:24.79	Moan	E	805847067.170917054901_292303_292479_MO	Ascending moan
805847067.170917054901	29:25.09	29:29.90	Growl	E	805847067.170917054901_292509_292990_GL	Gurgle
805847067.170917054901	29:31.05	29:31.60	Whoop	E	805847067.170917054901_293105_293160_WH	
805847067.170917054901	29:32.48	29:32.73	Whoop	E	805847067.170917054901_293248_293273_WH	
805847067.170917054901	29:35.81	29:36.62	Whoop	E	805847067.170917054901_293581_293662_WH	
805847067.170917054901	29:39.74	29:40.07	Whoop	G	805847067.170917054901_293974_294007_WH	
805847067.170917054901	29:40.27	29:40.48	Whoop	G	805847067.170917054901_294027_294048_WH	
805847067.170917054901	29:41.07	29:41.88	Croak	E	805847067.170917054901_294107_294188_CR	
805847067.170917054901	29:42.16	29:42.46	Croak	E	805847067.170917054901_294216_294246_CR	
805847067.170917054901	29:43.25	29:46.20	Growl	E	805847067.170917054901_294325_294620_GL	Gurgle
805847067.170917054901	29:46.37	29:46.55	Whoop	E	805847067.170917054901_294637_294655_WH	
805847067.170917054901	29:46.57	29:46.77	Whoop	E	805847067.170917054901_294657_294677_WH	
805847067.170917054901	29:46.77	29:46.94	Whoop	E	805847067.170917054901_294677_294694_WH	
805847067.170917054901	29:47.63	29:47.80	Whoop	E	805847067.170917054901_294763_294780_WH	
805847067.170917054901	29:47.79	29:47.98	Whoop	E	805847067.170917054901_294779_294798_WH	
805847067.170917054901	29:47.97	29:48.21	Whoop	E	805847067.170917054901_294797_294821_WH	
805847067.170917054901	29:49.33	29:49.54	Whoop	E	805847067.170917054901_294933_294954_WH	
805847067.170917054901	29:49.53	29:49.70	Whoop	E	805847067.170917054901_294953_294970_WH	
805847067.170917054901	29:49.70	29:49.92	Whoop	E	805847067.170917054901_294970_294992_WH	
805847067.170917054901	29:53.66	29:53.92	Whoop	E	805847067.170917054901_295366_295392_WH	
805847067.170917054901	29:56.22	29:56.86	Croak	E	805847067.170917054901_295622_295686_CR	
805847067.170917054901	29:59.29	29:59.52	Whoop	G	805847067.170917054901_295929_295952_WH	
805847067.170917054901	30:00.55	30:01.81	Moan	E	805847067.170917054901_300055_300181_MO	
805847067.170917054901	30:02.15	30:03.77	Moan	E	805847067.170917054901_300215_300377_MO	Ascending moan
805847067.170917054901	30:03.76	30:04.55	Growl	E	805847067.170917054901_300376_300455_GL	Gurgle
805847067.170917054901	30:04.57	30:05.36	Rumble	E	805847067.170917054901_300457_300536_RU	
805847067.170917054901	30:05.36	30:05.59	Whoop	E	805847067.170917054901_300536_300559_WH	
805847067.170917064903	08:50.77	08:51.15	Moan	E	805847067.170917064903_085077_085115_MO	
805847067.170917064903	08:51.14	08:51.88	Moan	E	805847067.170917064903_085114_085188_MO	Ascending moan
805847067.170917064903	08:51.86	08:52.48	Groan	E	805847067.170917064903_085186_085248_GN	
805847067.170917064903	08:55.60	08:59.04	Growl	E	805847067.170917064903_085560_088904_GL	Gurgle
805847067.170917064903	09:00.30	09:00.94	Groan	E	805847067.170917064903_090030_090094_GN	Belch
805847067.170917064903	09:02.14	09:02.38	Whoop	E	805847067.170917064903_090214_090238_WH	
805847067.170917064903	09:02.52	09:02.74	Whoop	E	805847067.170917064903_090252_090274_WH	
805847067.170917064903	09:02.83	09:03.03	Whoop	E	805847067.170917064903_090283_090303_WH	
805847067.170917064903	09:03.08	09:03.35	Whoop	E	805847067.170917064903_090308_090335_WH	
805847067.170917064903	09:05.96	09:06.30	Groan	E	805847067.170917064903_090596_090630_GN	Belch
805847067.170917064903	09:08.05	09:08.69	Moan	E	805847067.170917064903_090805_090869_MO	Ascending moan
805847067.170917064903	09:09.50	09:09.72	Whoop	E	805847067.170917064903_090950_090972_WH	
805847067.170917064903	09:11.89	09:13.86	Rumble	E	805847067.170917064903_091189_091386_RU	
805847067.170917064903	09:14.71	09:17.93	Moan	E	805847067.170917064903_091471_091793_MO	Ascending moan
805847067.170917064903	09:19.16	09:19.49	Whoop	E	805847067.170917064903_091916_091949_WH	
805847067.170917064903	09:20.21	09:21.07	Moan	E	805847067.170917064903_092021_092107_MO	Ascending moan
805847067.170917064903	09:21.11	09:24.11	Growl	E	805847067.170917064903_092111_092411_GL	
805847067.170917064903	09:24.14	09:24.76	Rumble	E	805847067.170917064903_092414_092476_RU	
805847067.170917064903	09:24.76	09:24.95	Croak	E	805847067.170917064903_092476_092495_CR	
805847067.170917064903	09:26.29	09:26.63	Whoop	E	805847067.170917064903_092629_092663_WH	
805847067.170917064903	09:26.71	09:26.92	Whoop	E	805847067.170917064903_092671_092692_WH	
805847067.170917064903	58:38.60	58:39.29	Moan	E	805847067.170917064903_583860_583929_MO	Not listed in original database
805847067.170917064903	58:39.40	58:43.10	Rumble	E	805847067.170917064903_583940_584310_RU	Not listed in original database
805847067.170917064903	58:48.83	58:49.63	Moan	E	805847067.170917064903_584883_584963_MO	Not listed in original database
805847067.170917064903	58:50.16	58:56.38	Rumble	E	805847067.170917064903_585016_585638_RU	Not listed in original database
805847067.170917074905	20:07.87	20:09.00	Moan	E	805847067.170917074905_200787_200900_MO	
805847067.170917074905	20:09.17	20:10.13	Rumble	E	805847067.170917074905_200917_201013_RU	
805847067.170917074905	20:10.13	20:12.94	Moan	E	805847067.170917074905_201013_201294_MO	
805847067.170917074905	20:58.38	20:59.27	Moan	G	805847067.170917074905_205838_205927_MO	
805847067.170917074905	20:59.44	21:03.39	Rumble	G	805847067.170917074905_205944_210339_RU	
805847067.170917074905	27:56.76	27:58.66	Moan	G	805847067.170917074905_275676_275866_MO	
805847067.170917074905	28:00.22	28:04.15	Growl	G	805847067.170917074905_280022_280415_GL	Gurgle
805847067.170917074905	28:04.52	28:04.73	Whoop	G	805847067.170917074905_280452_280473_WH	
805847067.170917074905	28:04.72	28:04.95	Whoop	G	805847067.170917074905_280472_280495_WH	
805847067.170917074905	28:04.94	28:05.17	Whoop	G	805847067.170917074905_280494_280517_WH	
805847067.170917074905	28:05.16	28:05.40	Whoop	G	805847067.170917074905_280516_280540_WH	
805847067.170917074905	28:07.63	28:07.86	Croak	G	805847067.170917074905_280763_280786_CR	
805847067.170917074905	28:08.95	28:09.15	Whoop	G	805847067.170917074905_280895_280915_WH	
805847067.170917074905	28:09.15	28:09.38	Whoop	G	805847067.170917074905_280915_280938_WH	
805847067.170917074905	28:09.90	28:10.08	Whoop	G	805847067.170917074905_280990_281008_WH	
805847067.170917074905	28:10.07	28:10.27	Whoop	G	805847067.170917074905_281007_281027_WH	
805847067.170917074905	28:10.90	28:11.06	Whoop	P	805847067.170917074905_281090_281106_WH	
805847067.170917074905	28:11.08	28:11.25	Whoop	G	805847067.170917074905_281108_281125_WH	
805847067.170917074905	28:11.24	28:11.45	Whoop	G	805847067.170917074905_281124_281145_WH	
805847067.170917074905	28:11.47	28:11.68	Whoop	G	805847067.170917074905_281147_281168_WH	
805847067.170917074905	28:11.66	28:11.92	Whoop	G	805847067.170917074905_281166_281192_WH	
805847067.170917074905	28:12.56	28:12.75	Whoop	G	805847067.170917074905_281256_281275_WH	
805847067.170917074905	28:12.74	28:13.18	?	G	805847067.170917074905_281274_281318_Unknown	
805847067.170917074905	28:14.09	28:14.30	Whoop	G	805847067.170917074905_281409_281430_WH	
805847067.170917074905	28:14.29	28:14.49	Whoop	G	805847067.170917074905_281429_281449_WH	
805847067.170917074905	28:14.48	28:14.69	Whoop	G	805847067.170917074905_281448_281469_WH	
805847067.170917074905	28:14.68	28:14.90	Whoop	G	805847067.170917074905_281468_281490_WH	
805847067.170917074905	28:14.89	28:15.09	Whoop	G	805847067.170917074905_281489_281509_WH	
805847067.170917074905	28:16.75	28:17.07	Croak	G	805847067.170917074905_281675_281707_CR	
805847067.170917074905	28:17.62	28:17.96	Croak	G	805847067.170917074905_281762_281796_CR	
805847067.170917074905	28:18.40	28:20.94	Growl	G	805847067.170917074905_281840_282094_GL	Gurgle
805847067.170917074905	28:20.93	28:21.85	Rumble	G	805847067.170917074905_282093_282185_RU	
805847067.170917074905	28:21.84	28:22.08	Whoop	G	805847067.170917074905_282184_282208_WH	
805847067.170917074905	28:23.35	28:23.52	Whoop	G	805847067.170917074905_282335_282352_WH	
805847067.170917074905	28:26.52	28:26.77	Whoop	G	805847067.170917074905_282652_282677_WH	
805847067.170917074905	28:29.02	28:29.37	Moan	G	805847067.170917074905_282902_282937_MO	
805847067.170917074905	28:29.95	28:30.71	Moan	G	805847067.170917074905_282995_283071_MO	Ascending moan
805847067.170917074905	35:07.84	35:09.25	Moan	G	805847067.170917074905_350784_350925_MO	Not listed in original database
805847067.170917074905	35:10.80	35:11.39	Moan	G	805847067.170917074905_351080_351139_MO	Not listed in original database
805847067.170917074905	35:11.55	35:13.73	Growl	G	805847067.170917074905_351155_351373_GL	Gurgle, Not listed in original database
805847067.170917074905	35:14.50	35:14.95	Croak	G	805847067.170917074905_351450_351495_CR	Not listed in original database
805847067.170917074905	35:20.64	35:21.73	Moan	E	805847067.170917074905_352064_352173_MO	Not listed in original database
805847067.170917074905	35:23.74	35:23.92	Whoop	E	805847067.170917074905_352374_352392_WH	Not listed in original database
805847067.170917074905	35:23.91	35:24.08	Whoop	E	805847067.170917074905_352391_352408_WH	Not listed in original database
805847067.170917074905	35:24.07	35:24.25	Whoop	E	805847067.170917074905_352407_352425_WH	Not listed in original database
805847067.170917074905	35:24.24	35:24.41	Whoop	E	805847067.170917074905_352424_352441_WH	Not listed in original database
805847067.170917074905	35:24.40	35:24.57	Whoop	E	805847067.170917074905_352440_352457_WH	Not listed in original database
805847067.170917074905	35:28.53	35:28.79	Whoop	G	805847067.170917074905_352853_352879_WH	Not listed in original database
805847067.170917074905	35:30.08	35:30.25	Whoop	G	805847067.170917074905_353008_353025_WH	Not listed in original database
805847067.170917074905	35:30.25	35:30.43	Whoop	G	805847067.170917074905_353025_353043_WH	Not listed in original database
805847067.170917074905	35:30.43	35:30.60	Whoop	G	805847067.170917074905_353043_353060_WH	Not listed in original database
805847067.170917074905	35:30.60	35:30.80	Whoop	G	805847067.170917074905_353060_353080_WH	Not listed in original database
805847067.170917074905	35:33.52	35:33.78	Croak	P	805847067.170917074905_353352_353378_CR	Not listed in original database
805847067.170917074905	35:35.03	35:35.24	Whoop	F	805847067.170917074905_353503_353524_WH	Not listed in original database
805847067.170917074905	35:35.26	35:35.46	Whoop	F	805847067.170917074905_353526_353546_WH	Not listed in original database
805847067.170917074905	35:35.46	35:35.68	Whoop	F	805847067.170917074905_353546_353568_WH	Not listed in original database
805847067.170917074905	35:36.84	35:37.03	Whoop	E	805847067.170917074905_353684_353703_WH	Not listed in original database
805847067.170917074905	35:37.02	35:37.21	Whoop	E	805847067.170917074905_353702_353721_WH	Not listed in original database
805847067.170917074905	35:37.20	35:37.45	Whoop	E	805847067.170917074905_353720_353745_WH	Not listed in original database
805847067.170917074905	35:40.00	35:40.20	Croak	P	805847067.170917074905_354000_354020_CR	Not listed in original database
805847067.170917074905	35:44.29	35:44.52	Moan	P	805847067.170917074905_354429_354452_MO	Not listed in original database
805847067.170917074905	35:44.52	35:45.48	Growl	F	805847067.170917074905_354452_354548_GL	Gurgle, Not listed in original database
805847067.170917074905	35:46.10	35:46.38	Croak	F	805847067.170917074905_354610_354638_CR	Not listed in original database
805847067.170917074905	47:08.60	47:09.47	Moan	G	805847067.170917074905_470860_470947_MO	Not listed in original database
805847067.170917074905	47:09.64	47:13.22	Rumble	G	805847067.170917074905_470964_471322_RU	Not listed in original database
805847067.170917084907	14:35.30	14:36.16	Moan	F	805847067.170917084907_143530_143616_MO	
805847067.170917084907	14:36.23	14:41.59	Moan	F	805847067.170917084907_143623_144159_MO	Ascending moan
805847067.170917084907	14:43.84	14:44.09	Whoop	F	805847067.170917084907_144384_144409_WH	
805847067.170917084907	14:45.09	14:46.53	Moan	F	805847067.170917084907_144509_144653_MO	
805847067.170917084907	14:46.72	14:50.09	Moan	F	805847067.170917084907_144672_145009_MO	
805847067.170917084907	14:55.53	14:57.90	Rumble	F	805847067.170917084907_145553_145790_RU	
805847067.170917084907	15:03.29	15:04.99	Rumble	F	805847067.170917084907_150329_150499_RU	
805847067.170917084907	15:05.00	15:08.05	Moan	F	805847067.170917084907_150500_150805_MO	
805847067.170917084907	16:08.57	16:09.49	Moan	F	805847067.170917084907_160857_160949_MO	Ascending moan
805847067.170917084907	16:09.53	16:11.56	Rumble	F	805847067.170917084907_160953_161156_RU	
805847067.170917084907	23:02.18	23:02.81	Moan	F	805847067.170917084907_230218_230281_MO	
805847067.170917084907	23:02.88	23:06.26	Rumble	F	805847067.170917084907_230288_230626_RU	
805847067.170917084907	23:06.43	23:07.20	Groan	F	805847067.170917084907_230643_230720_GN	
805847067.170917084907	23:07.25	23:09.82	Rumble	F	805847067.170917084907_230725_230982_RU	
805847067.170917084907	23:09.82	23:10.13	Moan	F	805847067.170917084907_230982_231013_MO	Ascending moan
805847067.170917084907	23:19.71	23:20.38	Groan	F	805847067.170917084907_231971_232038_GN	
805847067.170917084907	23:20.39	23:22.12	Rumble	F	805847067.170917084907_232039_232212_RU	
805847067.170917084907	23:22.12	23:25.25	Groan	F	805847067.170917084907_232212_232525_GN	
805847067.170917084907	23:28.96	23:29.61	Moan	F	805847067.170917084907_232896_232961_MO	
805847067.170917084907	23:29.66	23:33.82	Rumble	F	805847067.170917084907_232966_233382_RU	
805847067.170917084907	23:37.15	23:37.78	Moan	F	805847067.170917084907_233715_233778_MO	
805847067.170917084907	23:37.97	23:42.93	Rumble	F	805847067.170917084907_233797_234293_RU	
805847067.170917084907	24:30.25	24:30.90	Moan	F	805847067.170917084907_243025_243090_MO	Ascending moan
805847067.170917084907	24:31.02	24:34.44	Rumble	F	805847067.170917084907_243102_243444_RU	
805847067.170917084907	24:34.75	24:35.88	Moan	F	805847067.170917084907_243475_243588_MO	Ascending moan
805847067.170917084907	24:36.08	24:39.01	Rumble	F	805847067.170917084907_243608_243901_RU	
805847067.170917084907	24:56.90	25:00.42	Rumble	P	805847067.170917084907_245690_250042_RU	
805847067.170917084907	25:30.56	25:32.71	Rumble	P	805847067.170917084907_253056_253271_RU	
805847067.170917084907	25:46.31	25:50.30	Rumble	P	805847067.170917084907_254631_255030_RU	
805847067.170917084907	26:38.17	26:38.68	Moan	F	805847067.170917084907_263817_263868_MO	
805847067.170917084907	26:41.94	26:42.64	Moan	F	805847067.170917084907_264194_264264_MO	
805847067.170917084907	26:42.74	26:47.22	Growl	F	805847067.170917084907_264274_264722_GL	Gurgle
805847067.170917084907	26:47.54	26:48.42	Moan	F	805847067.170917084907_264754_264842_MO	
805847067.170917084907	26:48.44	26:49.98	Groan	F	805847067.170917084907_264844_264998_GN	
805847067.170917084907	26:49.98	26:51.45	Growl	F	805847067.170917084907_264998_265145_GL	Gurgle
